,6-JV
0,1614.0
1,337.0
2,272.0
3,332.0
4,258.0
5,264.0
6,210.0
7,213.0
8,196.0
9,157.0
10,181.0
11,161.0
12,157.0
13,171.0
14,157.0
15,155.0
16,178.0
17,178.0
18,170.0
