,1-PV
0,1151.0
1,67.0
2,53.0
3,37.0
4,40.0
5,41.0
6,46.0
7,37.0
8,46.0
9,46.0
10,41.0
11,41.0
12,42.0
13,39.0
14,38.0
15,37.0
16,48.0
17,37.0
18,37.0
19,32.0
20,33.0
21,30.0
22,34.0
23,31.0
24,30.0
25,33.0
26,35.0
27,35.0
28,33.0
29,34.0
