,6-TP
0,0.506
1,0.569
2,0.452
3,8.372
4,0.501
5,4.004
6,63.075
7,24.14
8,6.12
9,0.439
10,0.445
11,33.899
12,1.479
13,0.541
14,55.313
15,0.617
16,0.433
17,25.887
18,5.587
19,0.675
20,143.377
21,1.088
22,0.528
23,91.828
24,7.125
25,1.98
26,0.364
27,9.605
28,0.404
29,3.585
