,7-TP
0,0.166
1,0.155
2,34.631
3,0.16
4,0.507
5,0.169
6,0.182
7,0.162
8,0.152
9,0.568
10,962.175
11,0.542
12,42.946
13,7.044
14,1008.685
15,1070.532
16,0.153
17,56.456
18,0.486
19,0.521
20,0.172
21,0.166
22,94.312
23,39.172
24,0.17
25,0.402
26,53.17
27,0.482
28,0.39
29,0.38
