,9-TP
0,0.175
1,26.897
2,0.175
3,25.923
4,0.159
5,0.169
6,0.172
7,1039.892
8,26.489
9,990.508
10,25.938
11,0.169
12,0.146
13,0.162
14,26.343
15,0.184
16,1092.317
17,0.152
18,0.177
19,0.171
20,0.162
21,1019.524
22,1001.431
23,0.175
24,27.436
25,26.951
26,973.61
27,981.825
28,38.699
29,26.524
