,4-PV
0,12.359
1,0.112
2,0.663
3,0.414
4,2.116
5,0.165
6,2.733
7,0.23
8,1.358
9,0.803
10,0.254
11,0.257
12,1.007
13,264.682
14,1.824
15,6.173
16,52.913
17,0.904
18,0.627
19,0.476
20,25.16
21,29.287
22,0.138
23,24.602
24,0.157
25,0.595
26,0.179
27,305.232
28,0.534
29,0.153
