,10-TP
0,47.52
1,1086.511
2,34.815
3,71.885
4,23.86
5,41.295
6,35.764
7,1027.198
8,11.45
9,69.881
10,35.053
11,1330.17
12,1081.051
13,12.233
14,31.676
15,10.441
16,64.284
17,10.342
18,65.619
19,10.026
20,78.118
21,10.177
22,32.767
23,1055.912
24,1368.175
25,14.003
26,120.551
27,46.107
28,54.727
29,33.255
