,4-TP
0,0.15
1,0.606
2,0.148
3,0.738
4,1.844
5,12.984
6,0.489
7,0.68
8,0.134
9,55.164
10,0.352
11,276.45799999999997
12,0.15
13,0.147
14,6.806
15,0.824
16,1.524
17,2.031
18,0.155
19,27.062
20,0.668
21,0.152
22,0.458
23,0.163
24,0.695
25,33.244
26,26.739
27,356.004
28,0.152
29,0.469
