,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.12096666666666668
1,2,6.789666666666667
2,3,36.10436666666667
3,4,24.536900000000003
4,5,164.16356666666667
5,6,9.35056666666667
6,7,115.98266666666667
7,8,47.391866666666665
8,9,267.0851666666666
9,10,256.8389000000001
