,5-TP
0,24.443
1,0.158
2,6.184
3,9.327
4,0.134
5,0.142
6,8.035
7,2.869
8,6.022
9,8.136
10,6.027
11,4.398
12,0.142
13,15.053
14,0.14
15,6.275
16,7.637
17,462.665
18,0.148
19,33.179
20,0.608
21,33.451
22,4440.376
23,3.027
24,12.774
25,8.116
26,1.244
27,0.148
28,0.151
29,0.652
