,8-TP
0,16.172
1,34.191
2,10.211
3,33.533
4,15.921
5,10.034
6,116.51400000000001
7,805.979
8,10.387
9,15.786
10,19.909
11,33.9
12,10.525
13,9.98
14,10.697
15,32.519
16,15.715
17,34.186
18,0.167
19,16.674
20,0.161
21,16.868
22,16.5
23,34.957
24,15.807
25,33.807
26,16.113
27,0.158
28,35.039
29,33.96
