,3-PV
0,5.338
1,0.616
2,0.134
3,0.748
4,0.127
5,45.294
6,7.188
7,534.6610000000001
8,1.947
9,18.311
10,272.634
11,0.2
12,5.302
13,0.666
14,0.902
15,5.424
16,18.435
17,19.09
18,0.837
19,123.732
20,0.144
21,0.117
22,1.3
23,0.146
24,1.191
25,1.878
26,2.73
27,0.144
28,2.743
29,11.152
