,9-RS
0,2.274
1,3.538
2,208.722
3,7.275
4,18.286
5,23.075
6,5.462
7,25.073
8,5.665
9,169.966
10,3.859
11,21.957
12,11.717
13,188.598
14,174.44
15,2.886
16,379.89
17,19.223
18,18.636
19,3.608
20,26.722
21,18.72
22,18.908
23,18.916
24,18.787
25,5.367
26,4.208
27,17.859
28,18.093
29,18.463
