,1-TP
0,0.131
1,0.12
2,0.13
3,0.137
4,0.114
5,0.118
6,0.107
7,0.124
8,0.104
9,0.13
10,0.131
11,0.132
12,0.123
13,0.118
14,0.1
15,0.109
16,0.115
17,0.132
18,0.123
19,0.119
20,0.118
21,0.1
22,0.129
23,0.117
24,0.119
25,0.133
26,0.129
27,0.126
28,0.12
29,0.121
