,2-PV
0,0.273
1,0.13
2,2.471
3,0.247
4,0.191
5,6.529
6,5.02
7,155.046
8,0.232
9,0.212
10,0.211
11,0.11
12,0.11
13,0.169
14,9.367
15,0.222
16,0.765
17,0.245
18,1.16
19,0.138
20,0.21
21,1.097
22,0.121
23,0.123
24,0.202
25,6.994
26,0.121
27,0.122
28,1.402
29,10.45
