queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1110,1,1,0,400664,0,1317,1433,58
2,9.sparql,36,1,1,1,1996964,0,118,477,2
3,29.sparql,35,1,1,0,1040012,0,89,98,0
4,25.sparql,25,1,1,0,426982,0,81,101,4
5,2.sparql,44,1,1,0,400664,0,100,107,0
6,21.sparql,31,0,0,0,0,0,116,126,0
7,28.sparql,29,1,1,1,1996964,0,98,483,0
8,27.sparql,30,1,1,0,971300,0,81,1361,4193
9,4.sparql,25,1,1,0,426982,0,71,115,13
10,26.sparql,30,2,2,1,3181013,0,87,105,1
11,17.sparql,43,1,1,2,3148381,0,81,132,318
12,23.sparql,22,1,1,0,137335,0,73,77,0
13,3.sparql,20,1,1,1,1996964,0,65,215,0
14,20.sparql,19,1,1,0,137335,0,60,64,0
15,0.sparql,20,1,1,0,400664,0,54,110,379
16,19.sparql,25,1,1,1,1996964,0,68,293,0
17,13.sparql,23,0,0,0,0,0,77,83,0
18,16.sparql,34,1,1,0,53075,0,66,89,331
19,5.sparql,36,2,2,1,3181013,0,82,99,4
20,7.sparql,37,1,1,0,981973,0,66,72,0
21,15.sparql,27,1,1,0,400664,0,62,101,313
22,12.sparql,40,1,1,2,3148381,0,77,113,269
23,22.sparql,33,1,1,0,956171,0,78,95,4
24,11.sparql,30,2,2,1,3181013,0,77,91,2
25,8.sparql,41,1,1,0,400664,0,80,86,20
26,18.sparql,31,1,1,2,3148381,0,62,94,203
27,24.sparql,42,1,1,0,1040012,0,70,76,0
28,6.sparql,34,1,1,0,426982,0,66,100,14
29,10.sparql,27,1,1,0,981973,0,53,58,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
30,30,13,36559490,31,7587
