,2-PV
0,1015.0
1,119.0
2,213.0
3,91.0
4,82.0
5,88.0
6,104.0
7,82.0
8,80.0
9,27.0
10,93.0
11,64.0
12,71.0
13,79.0
14,78.0
15,85.0
16,85.0
17,71.0
18,81.0
19,167.0
20,1089.0
21,82.0
22,93.0
23,73.0
24,60.0
25,82.0
26,73.0
27,74.0
28,74.0
29,84.0
