queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1096,2,2,0,1071734,0,1453,4320,12
2,9.sparql,58,3,3,1,3694163,0,249,305,0
3,29.sparql,38,2,2,0,1071734,0,122,1072,6
4,25.sparql,34,3,3,1,3694163,0,209,336,0
5,2.sparql,29,3,3,1,3694163,0,221,243,0
6,21.sparql,25,2,2,1,3244118,0,214,234,0
7,28.sparql,32,2,2,1,3244118,0,210,226,0
8,27.sparql,32,3,3,1,3694163,0,206,227,0
9,4.sparql,30,3,3,1,3694163,0,200,239,0
10,26.sparql,31,3,3,1,3694163,0,221,282,0
11,17.sparql,31,3,3,1,3694163,0,215,282,0
12,23.sparql,46,1,1,0,125438,0,111,905,18
13,3.sparql,24,3,3,1,3694163,0,191,262,0
14,20.sparql,39,3,3,1,3694163,0,211,254,0
15,0.sparql,42,3,3,1,3694163,0,214,257,0
16,1.sparql,44,1,1,0,125438,0,109,1362,41
17,19.sparql,36,3,3,1,3694163,0,194,220,0
18,13.sparql,39,3,3,1,3694163,0,208,243,0
19,16.sparql,49,3,3,1,3694163,0,211,256,0
20,5.sparql,39,2,2,0,1071734,0,113,6946,67
21,7.sparql,41,1,1,0,125438,0,99,535,8
22,15.sparql,39,3,3,1,3694163,0,196,281,0
23,12.sparql,46,1,1,0,125438,0,108,811,21
24,22.sparql,45,3,3,1,3694163,0,191,289,0
25,11.sparql,40,1,1,0,125438,0,99,1841,48
26,8.sparql,48,3,3,1,3694163,0,199,220,0
27,18.sparql,47,3,3,1,3694163,0,195,211,0
28,24.sparql,48,1,1,0,125438,0,104,2327,79
29,6.sparql,48,2,2,0,1071734,0,128,3690,33
30,10.sparql,48,2,2,0,1071734,0,115,1556,18
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
71,71,19,75400305,1508,31334
