queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1034,2,2,0,685688,0,1385,1896,39
2,9.sparql,71,1,1,0,125438,0,195,1071,150
3,29.sparql,26,2,2,0,685688,0,153,430,58
4,25.sparql,31,2,2,0,685688,0,146,328,32
5,2.sparql,42,1,1,0,905600,0,229,244,0
6,21.sparql,17,1,1,0,125438,0,83,1165,148
7,28.sparql,19,2,2,0,685688,0,133,251,51
8,27.sparql,20,1,1,0,125438,0,82,573,65
9,4.sparql,19,1,1,0,905600,0,151,160,0
10,26.sparql,19,1,1,0,125438,0,76,558,82
11,17.sparql,33,3,3,2,5445200,0,201,266,400
12,23.sparql,29,1,1,0,905600,0,226,239,0
13,3.sparql,39,2,2,0,685688,0,137,232,28
14,20.sparql,29,1,1,0,905600,0,163,171,0
15,0.sparql,25,1,1,0,905600,0,151,160,0
16,1.sparql,24,2,2,0,685688,0,108,183,8
17,19.sparql,31,1,1,0,905600,0,161,169,0
18,13.sparql,28,1,1,0,905600,0,162,170,0
19,16.sparql,33,1,1,0,125438,0,84,1286,245
20,5.sparql,41,1,1,0,905600,0,164,172,0
21,7.sparql,29,1,1,0,125438,0,81,977,170
22,15.sparql,36,1,1,0,905600,0,156,165,0
23,12.sparql,42,1,1,0,905600,0,161,168,0
24,22.sparql,33,1,1,0,125438,0,84,639,108
25,11.sparql,44,1,1,0,905600,0,160,168,0
26,8.sparql,44,2,2,0,685688,0,116,264,46
27,18.sparql,49,1,1,0,905600,0,172,180,0
28,24.sparql,50,2,2,0,685688,0,121,207,23
29,6.sparql,42,1,1,0,905600,0,164,172,0
30,10.sparql,48,2,2,0,685688,0,121,248,46
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
41,41,2,24267258,200,14018
