queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1032,2,2,0,973630,0,1403,1688,119
2,9.sparql,38,1,1,0,675058,0,127,160,29
3,29.sparql,49,1,1,0,96711,0,224,229,0
4,25.sparql,38,2,2,0,1017206,0,185,543,56
5,2.sparql,33,1,1,0,96711,0,167,171,0
6,21.sparql,23,1,1,0,675058,0,105,135,54
7,28.sparql,45,1,1,0,675058,0,124,151,61
8,27.sparql,35,1,1,0,675058,0,106,136,54
9,4.sparql,36,1,1,0,251545,0,100,200,12
10,26.sparql,36,1,1,0,251545,0,106,111,0
11,17.sparql,26,1,1,0,675058,0,82,97,10
12,23.sparql,27,1,1,0,675058,0,84,110,65
13,3.sparql,31,1,1,0,251545,0,83,87,0
14,20.sparql,22,1,1,0,251545,0,79,83,0
15,0.sparql,27,1,1,0,251545,0,84,87,0
16,1.sparql,20,1,1,0,251545,0,80,84,0
17,19.sparql,20,1,1,0,251545,0,74,78,0
18,13.sparql,24,1,1,0,125438,0,75,1249,170
19,16.sparql,22,1,1,0,125438,0,65,1425,245
20,5.sparql,30,1,1,0,675058,0,72,85,24
21,7.sparql,22,1,1,0,251545,0,75,146,0
22,15.sparql,22,1,1,0,251545,0,63,66,0
23,12.sparql,23,1,1,0,125438,0,66,607,111
24,22.sparql,25,1,1,0,251545,0,65,68,0
25,11.sparql,31,1,1,0,96711,0,121,123,0
26,8.sparql,24,1,1,0,251545,0,66,69,0
27,18.sparql,28,1,1,0,96711,0,113,116,0
28,24.sparql,25,1,1,0,675058,0,65,84,69
29,6.sparql,37,1,1,0,251545,0,76,79,0
30,10.sparql,27,1,1,0,675058,0,68,78,10
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
32,32,0,11848056,51,9465
