,3k-RS
0,964.0
1,243.0
2,298.0
3,1237.0
4,103.0
5,76.0
6,134.0
7,94.0
8,154.0
9,281.0
10,1754.0
11,138.0
12,39.0
13,83.0
14,193.0
15,212.0
16,110.0
17,2375.0
18,68.0
19,1036.0
20,207.0
21,4839.0
22,96.0
23,148.0
24,76.0
25,98.0
26,49.0
27,318.0
28,98.0
29,388.0
