,6-TP
0,946.0
1,194.0
2,135.0
3,157.0
4,140.0
5,81.0
6,146.0
7,197.0
8,86.0
9,127.0
10,57.0
11,99.0
12,94.0
13,87.0
14,99.0
15,94.0
16,37.0
17,96.0
18,89.0
19,61.0
20,393.0
21,90.0
22,92.0
23,88.0
24,841.0
25,98.0
26,95.0
27,102.0
28,815.0
29,76.0
