,1-PV
0,1028.0
1,45.0
2,69.0
3,37.0
4,40.0
5,41.0
6,89.0
7,37.0
8,34.0
9,46.0
10,39.0
11,41.0
12,49.0
13,39.0
14,31.0
15,37.0
16,42.0
17,37.0
18,37.0
19,32.0
20,33.0
21,30.0
22,34.0
23,31.0
24,29.0
25,33.0
26,35.0
27,35.0
28,33.0
29,34.0
