,1-JV
0,1037.0
1,108.0
2,145.0
3,115.0
4,118.0
5,85.0
6,147.0
7,79.0
8,134.0
9,66.0
10,1784.0
11,235.0
12,70.0
13,91.0
14,61.0
15,129.0
16,82.0
17,34.0
18,138.0
19,83.0
20,54.0
21,117.0
22,175.0
23,79.0
24,81.0
25,95.0
26,86.0
27,71.0
28,92.0
29,69.0
