queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,982,1,1,2,3148381,0,1143,1328,213
2,9.sparql,34,1,1,1,1459448,0,89,717,2816
3,29.sparql,58,1,1,0,142080,0,113,124,25
4,25.sparql,40,1,1,0,85900,0,87,339,19
5,2.sparql,28,1,1,0,337848,0,76,81,0
6,21.sparql,32,1,1,0,223435,0,83,89,0
7,28.sparql,48,1,1,0,1018447,0,102,127,106
8,27.sparql,23,1,1,2,3148381,0,77,2749,35256
9,4.sparql,20,0,0,0,0,0,61,69,0
10,26.sparql,17,1,1,0,51709,0,69,209,5
11,17.sparql,30,1,1,2,3010926,0,69,3523,2079
12,23.sparql,21,1,1,1,2078982,0,40,51,1
13,3.sparql,22,1,1,0,211215,0,44,48,4
14,20.sparql,25,1,1,0,337848,0,42,46,1
15,0.sparql,20,1,1,0,142080,0,43,47,15
16,1.sparql,25,1,1,2,3148381,0,43,73,322
17,19.sparql,20,1,1,0,1393817,0,40,374,3184
18,13.sparql,25,1,1,2,3148381,0,47,67,140
19,16.sparql,26,1,1,0,59077,0,48,53,18
20,5.sparql,19,1,1,0,1393817,0,43,155,1126
21,7.sparql,22,1,1,0,1393817,0,41,1266,14181
22,15.sparql,21,1,1,0,1460171,0,39,52,87
23,12.sparql,21,1,1,1,1208877,0,46,55,42
24,22.sparql,24,1,1,0,85900,0,44,140,56
25,11.sparql,38,1,1,1,2078982,0,57,69,0
26,8.sparql,39,1,1,0,90547,0,60,63,2
27,18.sparql,42,1,1,1,1208877,0,63,70,3
28,24.sparql,42,1,1,0,85900,0,63,187,69
29,6.sparql,34,1,1,0,1460171,0,59,112,234
30,10.sparql,36,1,1,0,1386676,0,64,151,1092
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
29,29,15,35000071,115,13508
