,4-PV
0,1194.0
1,271.0
2,98.0
3,120.0
4,107.0
5,126.0
6,375.0
7,1162.0
8,115.0
9,105.0
10,132.0
11,77.0
12,215.0
13,64.0
14,110.0
15,151.0
16,83.0
17,89.0
18,47.0
19,72.0
20,87.0
21,108.0
22,81.0
23,91.0
24,72.0
25,94.0
26,76.0
27,74.0
28,51.0
