,7k-RS
0,1796.0
1,398.0
2,175.0
3,437.0
4,1896.0
5,118.0
6,109.0
7,874.0
8,327.0
9,294.0
10,197.0
11,236.0
12,62.0
13,157.0
14,392.0
15,67.0
16,130.0
17,187.0
18,168.0
19,52.0
20,284.0
21,274.0
22,64.0
23,62.0
24,55.0
25,285.0
26,68.0
27,198.0
28,274.0
29,63.0
