,6-PV
0,1031.0
1,127.0
2,178.0
3,148.0
4,119.0
5,151.0
6,76.0
7,117.0
8,121.0
9,126.0
10,103.0
11,141.0
12,81.0
13,92.0
14,64.0
15,66.0
16,71.0
17,48.0
18,91.0
19,971.0
20,247.0
21,184.0
22,1183.0
23,74.0
24,56.0
25,72.0
26,83.0
27,73.0
28,111.0
29,75.0
