,2-TP
0,736.0
1,156.0
2,96.0
3,43.0
4,740.0
5,49.0
6,37.0
7,87.0
8,85.0
9,139.0
10,87.0
11,72.0
12,73.0
13,74.0
14,30.0
15,28.0
16,81.0
17,86.0
18,42.0
19,102.0
20,84.0
21,83.0
22,167.0
23,63.0
24,95.0
25,839.0
26,85.0
27,97.0
28,83.0
29,74.0
