,3-TP
0,951.0
1,84.0
2,101.0
3,189.0
4,159.0
5,89.0
6,4093.0
7,79.0
8,273.0
9,158.0
10,160.0
11,1639.0
12,43.0
13,67.0
14,69.0
15,80.0
16,63.0
17,61.0
18,65.0
19,87.0
20,847.0
21,67.0
22,57.0
23,178.0
24,55.0
25,59.0
26,53.0
27,59.0
28,84.0
29,31.0
