queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1023,1,1,0,87163,0,1249,1628,461
2,9.sparql,48,1,1,0,448843,0,151,194,6
3,29.sparql,47,1,1,0,61653,0,164,220,3
4,25.sparql,29,1,1,0,61653,0,122,157,2
5,2.sparql,28,1,1,0,448843,0,109,140,7
6,21.sparql,30,1,1,0,61653,0,114,119,0
7,28.sparql,25,1,1,0,448843,0,104,146,15
8,27.sparql,30,1,1,0,61653,0,105,197,6
9,4.sparql,38,1,1,0,61653,0,126,131,0
10,26.sparql,34,1,1,0,448843,0,108,127,6
11,17.sparql,36,1,1,1,1500757,0,92,104,0
12,23.sparql,34,1,1,1,1500757,0,86,99,2
13,3.sparql,35,1,1,1,1500757,0,86,94,0
14,20.sparql,26,1,1,0,611985,0,76,87,3
15,0.sparql,34,1,1,0,448843,0,80,99,8
16,1.sparql,33,1,1,0,448843,0,77,94,11
17,19.sparql,34,1,1,0,448843,0,87,102,4
18,13.sparql,28,1,1,0,448843,0,81,96,5
19,16.sparql,28,1,1,0,448843,0,74,89,8
20,5.sparql,41,1,1,0,61653,0,96,100,0
21,7.sparql,28,1,1,0,99506,0,98,652,212
22,15.sparql,32,1,1,0,448843,0,76,90,9
23,12.sparql,25,1,1,0,61653,0,82,92,1
24,22.sparql,32,1,1,0,448843,0,73,88,12
25,11.sparql,32,2,2,0,161159,0,105,1413,745
26,8.sparql,37,1,1,0,61653,0,86,98,2
27,18.sparql,28,1,1,0,61653,0,80,95,2
28,24.sparql,37,1,1,0,61653,0,79,102,4
29,6.sparql,30,1,1,0,99506,0,88,882,401
30,10.sparql,28,1,1,0,61653,0,72,76,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
31,31,3,11177046,48,8751
