,2-JV
0,1268.0
1,436.0
2,174.0
3,123.0
4,263.0
5,246.0
6,272.0
7,247.0
8,82.0
9,89.0
10,164.0
11,159.0
12,106.0
13,247.0
14,93.0
15,213.0
16,1264.0
17,65.0
18,38.0
19,137.0
20,68.0
21,74.0
22,76.0
23,1327.0
24,134.0
25,174.0
26,81.0
27,70.0
28,84.0
29,116.0
