,8-PV
0,1392.0
1,2179.0
2,211.0
3,331.0
4,303.0
5,309.0
6,290.0
7,231.0
8,201.0
9,178.0
10,119.0
11,121.0
12,178.0
13,119.0
14,135.0
15,92.0
16,118.0
17,125.0
18,168.0
19,172.0
20,92.0
21,102.0
22,107.0
23,136.0
24,109.0
25,120.0
26,99.0
27,78.0
28,291.0
29,121.0
