,5k-RS
0,857.0
1,124.0
2,148.0
3,108.0
4,1863.0
5,137.0
6,55.0
7,2157.0
8,73.0
9,59.0
10,78.0
11,61.0
12,1437.0
13,75.0
14,183.0
15,60.0
16,75.0
17,1572.0
18,89.0
19,48.0
20,80.0
21,53.0
22,293.0
23,2186.0
24,52.0
25,158.0
26,77.0
27,634.0
28,83.0
29,1648.0
