,6k-RS
0,1306.0
1,386.0
2,193.0
3,1439.0
4,148.0
5,146.0
6,927.0
7,98.0
8,166.0
9,124.0
10,108.0
11,134.0
12,213.0
13,146.0
14,117.0
15,109.0
16,976.0
17,69.0
18,89.0
19,74.0
20,127.0
21,139.0
22,87.0
23,157.0
24,116.0
25,94.0
26,1476.0
27,121.0
28,97.0
29,126.0
