,7-TP
0,1847.0
1,115.0
2,102.0
3,46.0
4,111.0
5,106.0
6,99.0
7,84.0
8,91.0
9,124.0
10,134.0
11,86.0
12,74.0
13,78.0
14,83.0
15,74.0
16,38.0
17,171.0
18,78.0
19,102.0
20,74.0
21,919.0
22,90.0
23,116.0
24,81.0
25,12.0
26,78.0
27,85.0
28,77.0
29,416.0
