,1k-RS
0,1463.0
1,148.0
2,134.0
3,96.0
4,118.0
5,59.0
6,163.0
7,32.0
8,34.0
9,137.0
10,39.0
11,23.0
12,33.0
13,333.0
14,42.0
15,64.0
16,23.0
17,13.0
18,49.0
19,249.0
20,74.0
21,62.0
22,57.0
23,22.0
24,56.0
25,19.0
26,80.0
27,33.0
28,12.0
29,11.0
