,10-TP
0,2048.0
1,305.0
2,728.0
3,336.0
4,98.0
5,128.0
6,109.0
7,227.0
8,239.0
9,189.0
10,282.0
11,609.0
12,262.0
13,254.0
14,257.0
15,894.0
16,220.0
17,134.0
18,256.0
19,2345.0
20,156.0
21,281.0
22,589.0
23,289.0
24,964.0
25,220.0
26,211.0
27,1568.0
28,1178.0
29,1058.0
