,9-PV
0,1610.0
1,983.0
2,245.0
3,601.0
4,164.0
5,1029.0
6,103.0
7,202.0
8,110.0
9,242.0
10,164.0
11,182.0
12,195.0
13,662.0
14,138.0
15,82.0
16,130.0
17,139.0
18,121.0
19,149.0
20,738.0
21,1093.0
22,167.0
23,171.0
24,116.0
25,163.0
26,209.0
27,147.0
28,158.0
29,174.0
