queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1768,1,1,1,2480321,0,2047,12742,6743
2,9.sparql,49,1,1,5,6620131,0,134,11358,56210
3,29.sparql,58,2,2,11,13117049,0,102,2106,22606
4,25.sparql,36,1,1,1,2480321,0,75,83,0
5,2.sparql,35,1,1,14,15001037,0,66,101,0
6,21.sparql,40,1,1,8,9076392,0,168,196,0
7,28.sparql,41,0,0,0,0,0,148,152,0
8,27.sparql,41,1,1,1,1525703,0,80,87,0
9,4.sparql,60,1,1,5,6620131,0,180,2189,8247
10,26.sparql,41,0,0,0,0,0,93,97,0
11,17.sparql,61,1,1,0,946979,0,148,153,0
12,23.sparql,52,1,1,8,9076392,0,171,191,0
13,3.sparql,48,1,1,1,2480321,0,88,96,0
14,20.sparql,55,0,0,0,0,0,86,94,0
15,0.sparql,56,1,1,0,946979,0,131,137,0
16,1.sparql,67,1,1,8,9076392,0,207,228,0
17,19.sparql,63,1,1,28,30136459,0,84,141,0
18,13.sparql,56,1,1,28,30136459,0,77,129,0
19,16.sparql,79,1,1,8,9076392,0,209,228,0
20,5.sparql,66,1,1,8,9076392,0,183,207,0
21,7.sparql,71,1,1,14,15001037,0,109,6672,58994
22,15.sparql,73,0,0,0,0,0,122,125,0
23,12.sparql,73,1,1,14,15001037,0,110,6625,64435
24,22.sparql,71,2,2,11,13117049,0,119,1747,22005
25,11.sparql,76,0,0,0,0,0,127,130,0
26,8.sparql,78,1,1,1,1525703,0,110,116,0
27,18.sparql,81,1,1,1,2480321,0,121,128,0
28,24.sparql,80,1,1,1,2480321,0,123,130,0
29,6.sparql,81,1,1,1,1525703,0,113,118,0
30,10.sparql,85,3,3,40,44147085,0,176,11656,204
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
29,29,218,253152106,11571,59346
