,6-JV
0,2308.0
1,1146.0
2,1085.0
3,1174.0
4,1034.0
5,1196.0
6,1947.0
7,1089.0
8,1134.0
9,1110.0
10,104.0
11,298.0
12,210.0
13,1846.0
14,214.0
15,1184.0
16,2539.0
17,801.0
18,110.0
