queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1825,1,1,2,2345982,0,2055,2139,0
2,9.sparql,55,1,1,1,2132483,0,113,170,39
3,29.sparql,68,1,1,11,12279587,0,132,436,450
4,25.sparql,41,1,1,9,10717389,0,113,161,2
5,2.sparql,43,1,1,3,4828878,0,123,142,0
6,21.sparql,46,1,1,0,977254,0,84,98,37
7,28.sparql,43,1,1,33,35396331,0,83,214,237
8,27.sparql,52,1,1,13,14811611,0,76,125,29
9,4.sparql,46,1,1,33,35396331,0,73,210,325
10,26.sparql,58,1,1,0,871628,0,80,186,877
11,17.sparql,74,1,1,14,15614005,0,112,14269,140199
12,23.sparql,49,1,1,14,14923159,0,89,3804,29199
13,3.sparql,109,1,1,1,1482665,0,187,236,168
14,20.sparql,153,1,1,0,403627,0,269,299,46
15,0.sparql,140,1,1,13,14811611,0,204,301,40
16,1.sparql,110,1,1,3,3834091,0,173,828,3776
17,19.sparql,100,1,1,9,10717389,0,183,250,0
18,13.sparql,87,1,1,8,9165924,0,116,141,1
19,16.sparql,70,1,1,3,4347692,0,132,605,113
20,5.sparql,64,1,1,9,10717389,0,102,127,1
21,7.sparql,70,1,1,2,3226928,0,100,108,1
22,15.sparql,61,1,1,14,15718773,0,85,438,2311
23,12.sparql,87,1,1,14,15614005,0,124,1848,11352
24,22.sparql,66,1,1,3,3834091,0,107,127,77
25,11.sparql,63,1,1,3,4828878,0,107,138,0
26,8.sparql,99,1,1,2,2345982,0,157,164,0
27,18.sparql,70,1,1,3,4347692,0,109,525,149
28,24.sparql,66,1,1,19,21016730,0,89,152,0
29,6.sparql,96,1,1,2,2345982,0,161,168,0
30,10.sparql,106,1,1,3,3834091,0,153,173,95
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
30,30,244,282888178,67,29789
