queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1758,1,1,0,557021,0,1915,2156,231
2,9.sparql,62,2,2,19,21013800,0,276,1335,361
3,29.sparql,80,2,2,33,36756590,0,385,1685,4173
4,25.sparql,90,2,2,28,29946065,0,279,17914,3101
5,2.sparql,32,1,1,14,15001037,0,64,101,0
6,21.sparql,35,1,1,3,3834091,0,59,108,239
7,28.sparql,43,2,2,22,25086526,0,91,262,481
8,27.sparql,48,1,1,3,4347692,0,72,582,287
9,4.sparql,60,2,2,19,21013800,0,122,507,374
10,26.sparql,44,2,2,33,36756590,0,139,846,4123
11,17.sparql,44,0,0,0,0,0,92,96,0
12,23.sparql,49,2,2,11,13831381,1,154,183,0
13,3.sparql,51,1,1,0,557021,0,70,110,200
14,20.sparql,52,1,1,11,12279587,0,70,121,200
15,0.sparql,55,2,2,33,36756590,0,155,882,4141
16,1.sparql,49,2,2,33,36756590,0,139,948,4080
17,19.sparql,76,2,2,19,21013800,0,140,486,376
18,13.sparql,83,2,2,9,11811345,0,211,35104,338
19,16.sparql,53,0,0,0,0,0,82,89,0
20,5.sparql,57,1,1,0,1385311,0,114,10664,480
21,7.sparql,50,2,2,33,36756590,0,125,780,4126
22,15.sparql,55,2,2,9,11811345,0,125,52781,608
23,12.sparql,56,2,2,22,25086526,0,103,245,442
24,22.sparql,64,2,2,33,36756590,0,142,736,4009
25,11.sparql,59,1,1,0,1011006,0,101,15838,138212
26,8.sparql,60,1,1,0,523111,0,81,3331,280
27,18.sparql,60,1,1,0,557021,0,76,130,190
28,24.sparql,60,1,1,0,1112409,1,107,2849,1887
29,6.sparql,64,2,2,22,25086526,0,106,285,250
30,10.sparql,66,0,0,0,0,0,109,112,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
43,43,409,467405961,48,152434
