,5-TP
0,1428.0
1,178.0
2,478.0
3,126.0
4,184.0
5,395.0
6,117.0
7,59.0
8,175.0
9,236.0
10,11270.0
11,4198.0
12,984.0
13,164.0
14,108.0
15,97.0
16,461.0
17,7136.0
18,109.0
19,51.0
20,147.0
21,148.0
22,156.0
23,11862.0
24,147.0
25,148.0
26,124.0
27,137.0
28,128.0
29,158.0
