queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1836,1,1,0,1214091,0,1993,2830,1670
2,9.sparql,44,1,1,14,15570274,0,143,1871,13372
3,29.sparql,67,1,1,0,1214091,0,114,752,4107
4,25.sparql,54,1,1,14,15570274,0,131,2472,20637
5,2.sparql,43,1,1,14,15570274,0,147,1960,24548
6,21.sparql,37,1,1,14,15570274,0,95,1000,11365
7,28.sparql,63,1,1,14,15570274,0,159,2158,24548
8,27.sparql,56,1,1,1,2132483,0,124,355,941
9,4.sparql,73,1,1,14,15570274,0,145,1738,11365
10,26.sparql,74,0,0,0,0,0,156,176,0
11,17.sparql,77,1,1,1,2132483,0,207,572,1314
12,23.sparql,67,1,1,14,15570274,0,143,1766,15062
13,3.sparql,67,1,1,14,15570274,0,116,9333,139948
14,20.sparql,44,1,1,0,1214091,0,76,357,1690
15,0.sparql,60,1,1,14,15570274,0,105,8902,139948
16,1.sparql,33,1,1,14,15570274,0,70,605,9178
17,19.sparql,31,0,0,0,0,0,64,71,0
18,13.sparql,33,1,1,14,15570274,0,69,955,15062
19,16.sparql,31,1,1,14,15570274,0,62,5196,90045
20,5.sparql,36,0,0,0,0,0,74,82,0
21,7.sparql,34,1,1,14,15570274,0,69,8145,139948
22,15.sparql,38,0,0,0,0,0,83,91,0
23,12.sparql,39,1,1,14,15570274,0,79,1208,15985
24,22.sparql,37,0,0,0,0,0,93,102,0
25,11.sparql,38,1,1,14,15570274,0,85,994,12736
26,8.sparql,32,1,1,33,35396331,0,67,4090,68581
27,18.sparql,32,1,1,14,15570274,0,73,3928,65380
28,24.sparql,43,1,1,14,15570274,0,85,8484,139948
29,6.sparql,44,1,1,14,15570274,0,88,7925,139948
30,10.sparql,27,1,1,14,15570274,0,56,646,9586
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
25,25,301,339138776,619,79926
