,7-PV
0,3058.0
1,263.0
2,413.0
3,3186.0
4,262.0
5,140.0
6,209.0
7,169.0
8,181.0
9,190.0
10,142.0
11,143.0
12,143.0
13,208.0
14,109.0
15,138.0
16,156.0
17,11319.0
18,8202.0
19,118.0
20,93.0
21,91.0
22,3012.0
23,97.0
24,144.0
25,104.0
26,109.0
27,101.0
28,107.0
29,112.0
