,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.2949
1,2,0.8196999999999998
2,3,1.3826333333333325
3,4,0.9111034482758622
4,5,1.387466666666667
5,6,0.48203333333333337
6,7,29.738333333333333
7,8,3.8996666666666666
8,9,69.47098333333332
9,10,68.59983333333334
