,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.3247666666666667
1,2,0.4032333333333333
2,3,0.7999333333333333
3,4,0.3688333333333333
4,5,0.9689666666666666
5,6,0.37746666666666673
6,7,1.1011666666666668
7,8,0.5318333333333333
8,9,1.0063
9,10,0.9059999999999999
