,No. of Join Vertices (JV),Avg. queries exection time(sec)
0,1,0.46793333333333337
1,2,0.34680000000000005
2,3,0.44236666666666663
3,4,0.41569999999999996
4,5,12.466318181818183
5,6,6.677719999999999
