,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.4643
1,2,0.3861
2,3,0.7735
3,4,0.28973333333333334
4,5,0.7807666666666668
5,6,0.34823333333333334
6,7,0.5902333333333333
7,8,0.39496666666666674
8,9,1.0717333333333334
9,10,0.8214666666666669
