,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.12096666666666667
1,2,7.300200000000004
2,3,39.39720000000001
3,4,26.906333333333336
4,5,170.05536666666666
5,6,16.43126666666667
6,7,112.50693333333334
7,8,48.54566666666667
8,9,245.08849999999995
9,10,263.8288666666666
