,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.33
1,2,1.1527999999999998
2,3,2.9792000000000005
3,4,1.5684333333333336
4,5,7.530833333333335
5,6,0.6444666666666667
6,7,37.045766666666665
7,8,4.1338
8,9,13.048433333333337
9,10,9.948966666666669
