,1-PV
0,0.62
1,0.639
2,0.607
3,0.609
4,0.605
5,0.618
6,0.64
7,0.677
8,0.612
9,0.677
10,0.633
11,0.645
12,0.62
13,0.619
14,0.644
15,0.627
16,0.655
17,0.643
18,0.633
19,0.628
20,0.647
21,0.647
22,0.618
23,0.619
24,0.639
25,0.643
26,0.641
27,0.628
28,0.617
29,0.58
