,10-PV
0,46.143
1,164.527
2,6.213
3,73.557
4,28.106
5,10.055
6,34.562
7,27.866
8,41.617
9,26.979
10,26.834
11,165.83100000000002
12,166.754
13,37.891
14,86.779
15,28.481
16,8.416
17,52.095
18,55.15
19,6.886
20,23.22
21,5.636
22,157.031
23,61.327
24,178.269
25,13.322
26,164.988
27,172.78199999999998
28,28.201
29,5.82
