,5-JV
0,22.868
1,54.549
2,30.155
3,38.488
4,16.685
5,24.317
6,5.962
7,18.511
8,11.787
9,21.538
10,38.482
11,71.56700000000001
12,51.338
13,28.447
14,13.779
15,22.165
16,29.85
17,34.416
