,1-TP
0,0.595
1,0.601
2,0.587
3,0.613
4,0.613
5,0.581
6,0.595
7,0.581
8,0.652
9,0.671
10,0.715
11,0.631
12,0.601
13,0.582
14,0.582
15,0.592
16,0.607
17,0.6
18,0.608
19,0.591
20,0.595
21,0.593
22,0.591
23,0.611
24,0.575
25,0.575
26,0.588
27,0.598
28,0.597
29,0.601
