,10-TP
0,44.694
1,256.514
2,6.037
3,57.992
4,34.098
5,28.07
6,26.893
7,251.277
8,9.991
9,26.44
10,26.944
11,251.61
12,258.63
13,37.58
14,26.517
15,85.736
16,49.475
17,52.736
18,7.732
19,22.557
20,6.614
21,5.52
22,153.404
23,257.03
24,254.846
25,133.342
26,58.912
27,7.86
28,5.204
29,26.437
