,9-PV
0,0.75
1,0.737
2,25.343
3,0.856
4,0.757
5,0.871
6,24.708
7,74.734
8,22.153
9,31.434
10,23.605
11,0.69
12,0.666
13,0.691
14,21.311
15,92.134
16,0.701
17,2.304
18,0.718
19,0.859
20,51.182
21,57.081
22,0.711
23,0.675
24,20.499
25,30.002
26,21.811
27,37.104
28,30.693
29,21.219
