,3-PV
0,3.873
1,2.394
2,0.733
3,0.936
4,0.68
5,16.5
6,3.333
7,182.267
8,1.193
9,11.376
10,10.492
11,0.633
12,1.922
13,1.236
14,1.69
15,1.837
16,7.165
17,5.755
18,0.761
19,42.976
20,0.684
21,0.683
22,1.128
23,0.652
24,1.118
25,1.47
26,1.084
27,101.77600000000001
28,1.712
29,5.497
