,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.6040666666666666
1,2,2.8511333333333337
2,3,12.899333333333333
3,4,6.002066666666667
4,5,11.560399999999998
5,6,16.05933333333333
6,7,31.762233333333334
7,8,15.025366666666667
8,9,67.26289999999997
9,10,82.3564
