,3-TP
0,1.167
1,2.194
2,3.381
3,0.653
4,16.675
5,1.577
6,10.919
7,169.253
8,0.857
9,0.611
10,7.013
11,1.711
12,3.773
13,0.621
14,1.14
15,9.748
16,1.834
17,1.056
18,0.639
19,0.604
20,1.109
21,0.67
22,38.464
23,94.86500000000001
24,6.274
25,1.41
26,1.027
27,1.662
28,5.33
29,0.743
