,8-TP
0,16.076
1,17.549
2,8.614
3,18.233
4,12.688
5,8.315
6,62.278999999999996
7,0.677
8,8.287
9,12.422
10,13.675
11,18.904
12,8.436
13,8.631
14,8.394
15,10.735
16,13.524
17,17.428
18,0.636
19,12.272
20,0.657
21,14.425
22,12.418
23,17.516
24,17.686
25,16.828
26,16.211
27,42.966
28,17.225
29,17.054
