,2-JV
0,5.698
1,5.348
2,12.736
3,6.66
4,1.302
5,1.579
6,13.762
7,1.027
8,30.521
9,27.056
10,14.939
11,2.07
12,0.931
13,0.787
14,23.449
15,2.158
16,36.031
17,14.194
18,5.895
19,10.31
20,2.729
21,1.628
22,174.32
23,5.777
24,0.689
25,0.775
26,2.868
27,19.358
28,20.107
29,1.093
