,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.6309999999999999
1,2,3.001633333333333
2,3,13.7852
3,4,5.841800000000001
4,5,12.242266666666666
5,6,8.083466666666668
6,7,9.466733333333334
7,8,16.038766666666664
8,9,19.89996666666667
9,10,63.51126666666666
